 "Ability (n.)","القدرة – الامكانية","Ability (n.)","Financial","verb","ar"
"Accelerate (v.)","Increase in rate, amount, or extent","","financial","verb","en"
"Accelerate (v.)","يسرع – يعجل ب","Accelerate (v.)","financial","verb","ar"
"Accelerating Trend","It is a general development or change in a situation or in the way that people are behaving","","financial","verb","en"
"Accelerating Trend","إتجاه متسارع نحو","Accelerating Trend","financial","verb","ar"
"Access – (v.n.)","The method or possibility of getting near to a place or person","","General","verb","en"
"Access – (v.n.)","إذن الدخول إلى (وبخاصة مكان – موقع إليكتروني)","Access – (v.n.)","General","verb","ar"
"Accessible"," Easily to be available and reached","","General","verb","en"
"Accessible","متاح – يمكن الوصول إليه","Accessible","General","verb","ar"
"Accession"," The time when someone starts a position of authority","","Legal","verb","en"
"Accession","تولى مقاليد – تمكن والوصول إلى","Accession","Legal","verb","ar"
"Accidentally","It happens without earlier arrangement; by chance or by mistake","","general","verb","en"
"Accidentally","مصادفة – من قبيل الصدقة","Accidentally","general","verb","ar"
"Accord (n.)","An official agreement or treaty, convention","","general","verb","en"
"Accord (n.)","معاهده – إتفاقيه (عسكرية غالبا)","Accord (n.)","general","verb","ar"
"Accord (v.n.)","Give or grant someone (power, status, or recognition)","","legal","verb","en"
"Accord (v.n.)","يتسق مع – يتفق – يضفى – يوافق","Accord (v.n.)","legal","verb","ar"
"According to – According as","as stated, reported, or recorded by (someone or something) , to be complied with.","","general","verb","en"
"According to – According as","طبقا ل – وفقا ل -","According to – According as","general","verb","ar"
"Accordingly (adv.)","It stands to the logic sequence of narration.","","general","verb","en"
"Accordingly (adv.)","وهكذا ، وبالتالى ، ومن ثمً","Accordingly (adv.)","general","verb","ar"
"Account (v.)","To provide a report on receivables and payments.","","financial","verb","en"
"Account (v.)","يحسب","Account (v.)","financial","verb","ar"
"Account for (V.)","To provide an explanation or justification for","","general","verb","en"
"Account for (V.)","يحسب ل / يمثل – يحتل","Account for (V.)","general","verb","ar"
"Accountability (n.)","The obligation of an individual or organization to be account for its activities, accept responsibility for them, and to disclose the results in a transparent manner. It also includes the responsibility for money or other entrusted property.","","legal","verb","en"
"Accountability (n.)","المسئولية – تحمل المسئولية (معيار آداء)","Accountability (n.)","legal","verb","ar"
"Accrual (adj.)","Accruals are earned revenues and incurred expenses that have an overall impact on an income statement. ","","Economic","verb","en"
"Accrual (adj.)","مجمع – متراكم","Accrual (adj.)","Economic","verb","ar"
"Accumulate (V.)","To gradually increase in number or amount","","economic ","verb","en"
"Accumulate (V.)","يجمع -","Accumulate (V.)","economic ","verb","ar"
"Accumulated (adj.)","Growing or increasing over the time.","","financial","verb","en"
"Accumulated (adj.)","مجمع – متراكم","Accumulated (adj.)","financial","verb","ar"
"Accumulation of Wealth","Assigning profit to firm's capital reserve instead of distributing it as dividends.
","","General","verb","en"
"Accumulation of Wealth","تراكم الثروة","Accumulation of Wealth","General","verb","ar"
"Accusation (n.)","A charge or claim that someone has done something illegal or wrong.","","Legal","verb","en"
"Accusation (n.)","إتهام","Accusation (n.)","Legal","verb","ar"
"Accuse (v.)","Charge (someone) with an offence or crime.","","Legal","verb","en"
"Accuse (v.)","يتهم","Accuse (v.)","Legal","verb","ar"
"Achieve (v.)","To succeed in finishing something or reaching an aim, especially after a lot of work or effort.","","general","verb","en"
"Achieve (v.)","يحقق - ينجز","Achieve (v.)","general","verb","ar"
"Achievement (n.)","A thing that  has been done perfectly.","","Grneral","verb","en"
"Achievement (n.)","إنجاز – تحقيق المستهدف","Achievement (n.)","Grneral","verb","ar"
"Acknowledgment (n.)","The fact of accepting that something is true or right / The expression of gratitude or appreciation for something.","","Legal","verb","en"
"Acknowledgment (n.)","إقرار – إعتراف بفضل","Acknowledgment (n.)","Legal","verb","ar"
"Acknowledgment Receipt","A documented verification that goods have been received or services have been rendered. Typically, the acknowledgement is indicated by the recipient's signature on a bill of lading, an invoice or another form.","","Financial","verb","en"
"Acknowledgment Receipt","إيصال إستلام","Acknowledgment Receipt","Financial","verb","ar"
"Acquire (V.)","Buy or obtain (an asset or object) for oneself.","","Financial","verb","en"
"Acquire (V.)","يستحوذ – يكتسب (أصبحت شائعة الاستخدام فى المجال التجارى (الامتلاك – إستحواذ حصص الأسهم – الشركات)","Acquire (V.)","Financial","verb","ar"
"Acquired  Rights","The rights that weren't possessed originally but were acquired through the activity of the person.","","Financial","verb","en"
"Acquired  Rights","الحقوق المكتسبة","Acquired  Rights","Financial","verb","ar"
"Acquired (V.)","Obtained, through buying or being given.","","Financial","verb","en"
"Acquired (V.)","إستحوذ – وأيضا إسم مفعول (مكتسب – مستحوذ)","Acquired (V.)","Financial","verb","ar"
"Acquired Immune Deficiency Syndrome (Aids)","A disease of the immune system characterized by increased susceptibility to opportunistic infections, to certain cancers, and to neurological disorders: caused by a retrovirus and transmitted chiefly through blood or blood products that enter the body's bloodstream, esp. by sexual contact or contaminated hypodermic needles.","","Medical","verb","en"
"Acquired Immune Deficiency Syndrome (Aids)","مرض نقص المناعة المكتسبة","Acquired Immune Deficiency Syndrome (Aids)","Medical","verb","ar"
"Acquisition – Takeover","An acquisition is a corporate action in which a company buys most, if not all, of the target company's ownership stakes to assume control of the target firm. Acquisitions are often made as part of a company's growth strategy.","","Financial","verb","en"
"Acquisition – Takeover","الاستحواذ (بنقل الملكية)","Acquisition – Takeover","Financial","verb","ar"
"Act of Partition of Real Property","The action or state of dividing or being divided into parts.","","Financial","verb","en"
"Act of Partition of Real Property","عقد تقسيم ملكية عقار","Act of Partition of Real Property","Financial","verb","ar"
"Active (adj.)","Busy with a particular activity.","","General","verb","en"
"Active (adj.)","نشيط – فعال","Active (adj.)","General","verb","ar"
"Activity (n.)","The situation in which a lot of things are happening or people are moving around.","","General","verb","en"
"Activity (n.)","نشاط","Activity (n.)","General","verb","ar"
"Actual Value","Value of imported goods computed on the basis of the value of similar goods and declared for customs purposes.","","Financial","verb","en"
"Actual Value","القيمة الفعلية","Actual Value","Financial","verb","ar"
"Actual Yield","The percentage return on an investment. ","","financail","verb","en"
"Actual Yield","العائد الفعلى","Actual Yield","financail","verb","ar"
"Acute (Adj.)","Sharp or severe in effect; intense.","","Medical","verb","en"
"Acute (Adj.)","حاد","Acute (Adj.)","Medical","verb","ar"
"Acute Decline","A reduction in the amount or quality of something","","General","verb","en"
"Acute Decline","- هبوط - تدهور حاد","Acute Decline","General","verb","ar"
"Add (V.)"," To put something with another thing or group of things.","","general","verb","en"
"Add (V.)","يضيف","Add (V.)","general","verb","ar"
"Add to (V.)","To include something as part of something else","","general","verb","en"
"Add to (V.)","يضيف مزيدا من","Add to (V.)","general","verb","ar"
"Additional Benefit","A helpful or good effect, or something intended to help.","","financial","verb","en"
"Additional Benefit","منفعة إضافية","Additional Benefit","financial","verb","ar"
"Adhere to (V.)","To stick firmly with Laws, rules and regulations.","","General","verb","en"
"Adhere to (V.)","يلتزم ب","Adhere to (V.)","General","verb","ar"
"Adherence (n.)","The fact of someone behaving exactly according to rules, beliefs, etc.","","Legal","verb","en"
"Adherence (n.)","الالتزام – التقيد","Adherence (n.)","Legal","verb","ar"
"Adjective Law","The aggregate of rules of procedure or practice. ","","Legal","verb","en"
"Adjective Law","قانون  الاجراءات – قواعد إجرائية","Adjective Law","Legal","verb","ar"
"Adjust (v.)","To change something slightly, especially to make it more correct, effective, or suitable.","","General","verb","en"
"Adjust (v.)","يضبط – يعدل إلى الوجهة الصحيحة","Adjust (v.)","General","verb","ar"
"Adjustment (n.)","A small change or tuning.","","Financial","verb","en"
"Adjustment (n.)","تضبيط لمعالجة وضع معين","Adjustment (n.)","Financial","verb","ar"
"Adjustment of the budget","Any additions or reductions made to the budget. This includes both permanent and temporary adjustments.","","Financial","verb","en"
"Adjustment of the budget","التعديل اللازم لمعالجة عجز أو قصور معين ..","Adjustment of the budget","Financial","verb","ar"
"Administrative Expenditures","An expense incurred in controlling and directing an organization, but not directly identifiable with financing, marketing, or production operations.","","Financial","verb","en"
"Administrative Expenditures","مصاريف إدارية (بند من بنود الميزانية)","Administrative Expenditures","Financial","verb","ar"
"Administrative Expenses","Administrative expenses are the expenses that an organization incurs not directly tied to a specific function such as manufacturing, production or sales. 
","","Financial","verb","en"
"Administrative Expenses","مصاريف إدارية – إستخدام عام","Administrative Expenses","Financial","verb","ar"
"Administrative Law","The body of rules and principles that govern the duties and operations of federal or state administrative agencies, as commissions and boards.","","Legal","verb","en"
"Administrative Law","القانون الادارى","Administrative Law","Legal","verb","ar"
"Administrative Procedures","Administrative procedure is defined as “procedure used in carrying out an administrative program and is to be broadly construed to include any aspect of agency organization, procedure, or management.","","Legal","verb","en"
"Administrative Procedures","الاجراءات الادارية ( إتخاذ إجراءات)","Administrative Procedures","Legal","verb","ar"
"Administrative Provisions","Mangement of the affairs of an organization.","","Financial","verb","en"
"Administrative Provisions","إجراءات إدارية (لوائح – نظم)","Administrative Provisions","Financial","verb","ar"
"Administrative Services","It is an arrangement in which an organization funds its own employee benefit plan such as a pension plan or health insurance program but hires an outside firm to perform specific administrative services","","Financial","verb","en"
"Administrative Services","الخدمات الادارية ( المشتريات – العلاقات العامة – الاستقبال – البريد ... )","Administrative Services","Financial","verb","ar"
"Admit (v.)","To permit; allow.","","General","verb","en"
"Admit (v.)","يسمح – يأذن – يقبل ويسلم ب","Admit (v.)","General","verb","ar"
"Admittance (n.)","The process or fact of entering or being allowed to enter a place or institution","","General","verb","en"
"Admittance (n.)","قبول – سماح","Admittance (n.)","General","verb","ar"
"Admitted (adj.)","Allowed, for instance; to be admitted at the hospital.","","General","verb","en"
"Admitted (adj.)","مسموح – مسلم به – معترف به","Admitted (adj.)","General","verb","ar"
"Admittedly (Adv.)"," Used to express a concession or recognition that something is the case.","","General","verb","en"
"Admittedly (Adv.)","بات معترفا به على نطاق واسع","Admittedly (Adv.)","General","verb","ar"
"Adopt (v.)"," To accept or start to use something new or to apply the new rules .","","Legal","verb","en"
"Adopt (v.)","يتبنى – يطبق","Adopt (v.)","Legal","verb","ar"
"Adopt Approach of wait-and-see","It is an approach widely spread to reconsider the sitautions.","","General","verb","en"
"Adopt Approach of wait-and-see","العمل بمبدأ الحيطة والحذر والترقب","Adopt Approach of wait-and-see","General","verb","ar"
"Adoption (n.)","Accepting or starting to use something new.","","General","verb","en"
"Adoption (n.)","تطبيق","Adoption (n.)","General","verb","ar"
"Adults (adj.)","A person who is fully grown and matured.","","General","verb","en"
"Adults (adj.)","الكبار – البالغين","Adults (adj.)","General","verb","ar"
"Advance (v.)","To improve or bring forward.","","General","verb","en"
"Advance (v.)","يتقدم – يتحسن","Advance (v.)","General","verb","ar"
"Advancement (n.)","Modern and well developed.","","General","verb","en"
"Advancement (n.)","تقدم – تحسن","Advancement (n.)","General","verb","ar"
"Advise (V.)"," To give someone advice or to provide with guidelines.","","General","verb","en"
"Advise (V.)","ينصح – يعلم","Advise (V.)","General","verb","ar"
"Adviser (Common)  - Advisor","A person who gives advice in a particular field.","","Legal","verb","en"
"Adviser (Common)  - Advisor","مستشار -  (أكثر إستخداما)","Adviser (Common)  - Advisor","Legal","verb","ar"
"Advisory Body","It is a body that provides non-binding strategic advice to the management of a corporation, organization, or foundation.","","Legal","verb","en"
"Advisory Body","جهة إستشارية","Advisory Body","Legal","verb","ar"
"Advisory Committee","An advisory group regulatory gives suggestions and help to people or organizations espicially about a particular subject.","","Legal","verb","en"
"Advisory Committee","لجنة إستشارية","Advisory Committee","Legal","verb","ar"
"Advisory Council","In general a council is organiszed inorder to provide consultancy and advices.","","Legal","verb","en"
"Advisory Council","مجلس  إستشارى","Advisory Council","Legal","verb","ar"
"Advisory Opinion","A formal opinion that is given on a point of law by an advisory council or an expert in the subject matter.","","General","verb","en"
"Advisory Opinion","رأى إستشارى","Advisory Opinion","General","verb","ar"
"Affair (n.)","A situation or subject that is being dealt with or considered.","","Legal","verb","en"
"Affair (n.)","شأن – مسألة","Affair (n.)","Legal","verb","ar"
"Affect (v.)","To have an influence on someone or something, or to cause a change in someone or something.","","General","verb","en"
"Affect (v.)","يؤثر على – فى","Affect (v.)","General","verb","ar"
"Affiliate (V.)","Officially attach or connect (a subsidiary group or a person) to an organization.","","Financial","verb","en"
"Affiliate (V.)","يتفرع من - أحد أعضاء مجموعة عمل او شركات","Affiliate (V.)","Financial","verb","ar"
"Afore","Before, late or previously mentioned.","","General","verb","en"
"Afore","سابق","Afore","General","verb","ar"
"Afore-mentioned","Cited or mentioned earlier or previously.","","General","verb","en"
"Afore-mentioned","السالف الذكر – أعلاه","Afore-mentioned","General","verb","ar"
"Against","Disagreeing with a plan or activity.","","General","verb","en"
"Against","ضد – فى مقابل","Against","General","verb","ar"
"Agency","A business or organization providing a particular service on behalf of another business, person, or group.","","Financial","verb","en"
"Agency","وكالة","Agency","Financial","verb","ar"
"Agent","A person who acts on behalf of another person or group.","","Financial","verb","en"
"Agent","وكيل – عميل","Agent","Financial","verb","ar"
"Aggravate (V.)","To make worse or more severe; intensifying procedures, as anything evil, disorderly, or troublesome.","","Legal","verb","en"
"Aggravate (V.)","يشدد","Aggravate (V.)","Legal","verb","ar"
"Aggravating Circumstances","Accompanying or accessory condition, event, or fact that increases the culpability or liability of an accused.
","","Financial","verb","en"
"Aggravating Circumstances","ظروف مشددة","Aggravating Circumstances","Financial","verb","ar"
"Agree (v.)","To have the same opinion.","","General","verb","en"
"Agree (v.)","يوافق على","Agree (v.)","General","verb","ar"
"Agreement","A decision or arrangement, often formal and written, between two or more parties or groups.","","Financial","verb","en"
"Agreement","إتفاقية – عقد","Agreement","Financial","verb","ar"
"Agricultural Price Inflation","Agflation or agricultural price inflation means a rise in the prices of agricultural commodities leading to broader inflationary pressures, particularly in emerging markets where food stuffs make up larger weightings in consumer price indices.","","Financial","verb","en"
"Agricultural Price Inflation","التضخم المرتبط بارتفاع أسعار المنتجات الزراعية","Agricultural Price Inflation","Financial","verb","ar"
"Agricultural Products","An agricultural product is the product you get when you cultivate plants  to sustain or enhance human life.","","Financial","verb","en"
"Agricultural Products","المنتجات الزراعية","Agricultural Products","Financial","verb","ar"
"Ahead","Further forward in space; in the line of one's forward motion.","","General","verb","en"
"Ahead","مباشرة – رأسا","Ahead","General","verb","ar"
"Aim (n.)","Something intended or desired to be attained by one's efforts; purpose.","","General","verb","en"
"Aim (n.)","هدف","Aim (n.)","General","verb","ar"
"Aim At (V+ing)","To plan, hope, or intend to achieve something, it is followed by the noun .","","General","verb","en"
"Aim At (V+ing)","يهدف إلى ( الفعل مضافا إليه ing","Aim At (V+ing)","General","verb","ar"
"Aim to  (v.)","To plan, hope, or intend to achieve something, it is followed  by the verb.","","General","verb","en"
"Aim to  (v.)","يهدف إلى (الفعل فى المصدر)","Aim to  (v.)","General","verb","ar"
"Alarm (v.)","A warning of danger.","","General","verb","en"
"Alarm (v.)","يحذر","Alarm (v.)","General","verb","ar"
"Alarming Systems Against Fraudulence","It is a security and protection system used in the capital markets and bourses.","","Legal","verb","en"
"Alarming Systems Against Fraudulence","نظم التحذير والتنبيه عن   عمليات الاحتيال والخداع","Alarming Systems Against Fraudulence","Legal","verb","ar"
"Alike"," Similar to each other.","","General","verb","en"
"Alike","أيضا – معا","Alike","General","verb","ar"
"All Along"," From the very beginning.","","General","verb","en"
"All Along","منذ البداية – بداية","All Along","General","verb","ar"
"Allege (v.)","Claim or assert that someone has done something illegal or wrong, typically without proof.","","legal ","verb","en"
"Allege (v.)","يدعى – يزعم","Allege (v.)","legal ","verb","ar"
"Allegedly","According to what is or has been alleged.","","Legal","verb","en"
"Allegedly","مدعى -","Allegedly","Legal","verb","ar"
"Allergy (n.)","A condition that makes a person become sick or develop skin or breathing problems because they have eaten certain foods or been near certain substances or wearing some clothes might cause sensitivity.","","Medical","verb","en"
"Allergy (n.)","حساسية","Allergy (n.)","Medical","verb","ar"
"Allied (adj.)","Connected by a political or military agreement.","","Legal","verb","en"
"Allied (adj.)","متحالف – متحد مع – مرتبط","Allied (adj.)","Legal","verb","ar"
"Allocate (V.)","To give something to someone as their share of a total amount or  to assign amounts in the budget for specific purpose.","","Legal","verb","en"
"Allocate (V.)","يعتمد – يخصص (بنود الميزانية)","Allocate (V.)","Legal","verb","ar"
"Allotment (n.)","The act of allotting, a portion or thing allotted; a share granted.","","Financial","verb","en"
"Allotment (n.)","يخصص – يحدد (حصص الأسهم والسندات)","Allotment (n.)","Financial","verb","ar"
"Allotment of Bonus Shares","Bonus shares are additional shares given to the current shareholders without any additional cost, based upon the number of shares that a shareholder owns.","","Financial","verb","en"
"Allotment of Bonus Shares","تخصيص أسهم المنحة (الأسهم المجانية)","Allotment of Bonus Shares","Financial","verb","ar"
"Allow (V.)","To give permission for someone to do something.","","General","verb","en"
"Allow (V.)","يسمح","Allow (V.)","General","verb","ar"
"Allowance","Money that you are given regularly, especially to pay for a particular thing, for instance; housing allowance, transportation allowance, ….etc.","","Financial","verb","en"
"Allowance","بدل – تعويض","Allowance","Financial","verb","ar"
"Allowance of Bad Debts","It is a valuation account used to estimate the portion of a bank's loan portfolio that may ultimately be uncollectible.","","Financial","verb","en"
"Allowance of Bad Debts","مخصص الديون المشكوك فيها","Allowance of Bad Debts","Financial","verb","ar"
"Allowed – Allowed only for employees","To give permission to employees only ","","Financial","verb","en"
"Allowed – Allowed only for employees","مسموح – مسموح فقط للموظفين","Allowed – Allowed only for employees","Financial","verb","ar"
"Almost","Not quite; very nearly.","","General","verb","en"
"Almost","تقريبا","Almost","General","verb","ar"
"Along","In a line next to something long.","","General","verb","en"
"Along","على مدى – وفقا","Along","General","verb","ar"
"Alongside (n.)","Next to, or together with.","","General","verb","en"
"Alongside (n.)","بجانب – جنبا إلى جنب","Alongside (n.)","General","verb","ar"
"Alter (V.)","To change something, usually slightly, or to cause the characteristics of something to change.","","General","verb","en"
"Alter (V.)","يبدل – يغير -","Alter (V.)","General","verb","ar"
"Alternative (s)","Available as another possibility or choice.","","General","verb","en"
"Alternative (s)","بديل – بدائل","Alternative (s)","General","verb","ar"
"Alternative energy","Energy, as solar, wind, or nuclear energy, that can replace or supplement traditional fossil-fuel sources, as coal, oil, and natural gas.","","Technology","verb","en"
"Alternative energy","الطاقة البديلة ، تندرج تحتها أنواع الطاقة الأخرى غير التقليدية (البترول ومشتقاته) مثل الطاقة الشمسية ، الطاقة الحرارية ، الطاقة المتجددة (طاقة الرياح)","Alternative energy","Technology","verb","ar"
"Alternative fuels","A fuel other than petrol or diesel for powering motor vehicles, such as natural gas, methanol, or electricity.","","Technology","verb","en"
"Alternative fuels","الوقود البديل ، من الهيدروجين والايثانول ، وأيضا الوقود العضوي","Alternative fuels","Technology","verb","ar"
"Although"," Despite of, but.","","General","verb","en"
"Although","على الرغم من","Although","General","verb","ar"
"Altitude (n.)","The height of anything above a given planetary reference plane, especially above sea level on earth.","","General","verb","en"
"Altitude (n.)","أعلى من المعدل – أعلى من المستهدف – المكان الأعلى والمرتفع – إرتفاع","Altitude (n.)","General","verb","ar"
"Aluminum","a chemical element that is a light, silver-coloured metal, used especially for making cooking equipment and aircraft parts.","","General","verb","en"
"Aluminum","الومنيوم","Aluminum","General","verb","ar"
"Ambition(n.)","A strong desire to do or achieve something and also it is strong passion to accomplish something.","","General","verb","en"
"Ambition(n.)","طموح – تطلع -","Ambition(n.)","General","verb","ar"
"Ambitious (adj.)","having a strong wish to be successful, powerful, or rich.","","General","verb","en"
"Ambitious (adj.)","طموح – لديه طموح","Ambitious (adj.)","General","verb","ar"
"Amend (V.)","To change for the better; improve.","","Legal","verb","en"
"Amend (V.)","يعدل – يغير","Amend (V.)","Legal","verb","ar"
"Amendment (n.)","A minor change or addition designed to improve a text, piece of legislation, etc.","","Legal","verb","en"
"Amendment (n.)","تعديل – تغيير","Amendment (n.)","Legal","verb","ar"
"America","A republic in the N Western Hemisphere comprising 48 conterminous states.","","General","verb","en"
"America","أمريكا","America","General","verb","ar"
"American Dream","The ideals of freedom, equality, and opportunity traditionally held to be available to every American and also the American dream is one of the components of the American culture.","","General","verb","en"
"American Dream","الحلم الأمريكى – أحد المعالم البارزة فى الثققافة الأمريكية يشمل (القوة – الثروة ...","American Dream","General","verb","ar"
"American Stock Exchange (AMEX)","Stock exchange with the third highest volume of trading in the US. Located at 86 Trinity Place in downtown Manhattan. The bulk of trading on AMEX consists of index options (computer technology index, institutional index, major market index) and shares of small to medium-sized companies are predominant.","","Financial","verb","en"
"American Stock Exchange (AMEX)","البورصة الأمريكية","American Stock Exchange (AMEX)","Financial","verb","ar"
"Amid (adv.)","In the middle of; surrounded by; among","","General","verb","en"
"Amid (adv.)","وسط – خلال","Amid (adv.)","General","verb","ar"
"Amid Concerns","Amid worry, solicitude, or anxiety","","General","verb","en"
"Amid Concerns","فى أجواء مشوبة بالحذر -","Amid Concerns","General","verb","ar"
"Amid worries"," To feel or show fear and concern because you think that something bad has happened or could happen.","","General","verb","en"
"Amid worries","فى أجواء مشوبة بالقلق والمخاوف","Amid worries","General","verb","ar"
"Amnesty","A general pardon for offenses, especially political offenses, against a government, often granted before any trial or conviction.","","Legal","verb","en"
"Amnesty","العفو -","Amnesty","Legal","verb","ar"
"Among","In the midst of, so as to influence","","General","verb","en"
"Among","ضمن","Among","General","verb","ar"
"Amortization","Amortization is the paying off of debt with a fixed repayment schedule in regular installments over a period of time for example with a mortgage or a car loan.","","Financial","verb","en"
"Amortization","إطفاء – إهلاك (مصاريف)","Amortization","Financial","verb","ar"
"Amortization Rate","The amount of the paying off of debt with a fixed repayment ","","Financial","verb","en"
"Amortization Rate","معدل الاهلاك -","Amortization Rate","Financial","verb","ar"
"Amortize (V.)","To pay money that is owed for something (such as a mortgage) by making regular payments over a long period of time.","","Financial","verb","en"
"Amortize (V.)","يهلك – يطفىء (محاسبيا)","Amortize (V.)","Financial","verb","ar"
"Amount","The sum total of two or more quantities or sums; aggregate.","","General","verb","en"
"Amount","قيمة – مبلغ","Amount","General","verb","ar"
"Amount Carried Forward","Previous balance on an account which is carried over to the next billing period. 
","","Financial","verb","en"
"Amount Carried Forward","رصيد منقول","Amount Carried Forward","Financial","verb","ar"
"Amounts Written OFF","A write-off is a deduction in the value of earnings by the amount of an expense or loss.
","","Financial","verb","en"
"Amounts Written OFF","المبالغ التى تم حذفها  من الدفاتر (إعدامها)","Amounts Written OFF","Financial","verb","ar"
"Amsterdam","A city and the official capital of the Netherlands.","","General","verb","en"
"Amsterdam","أمستردام عاصمة هولندا","Amsterdam","General","verb","ar"
"An Affiliated Company ---","Affiliated companies are, in general, companies that are less than 50% owned by a parent company; the parents are minority shareholders. 
","","Financial","verb","en"
"An Affiliated Company ---","إحدى شركات ----","An Affiliated Company ---","Financial","verb","ar"
"Analog Data","Analog data is data that is represented in a physical way. Where digital data is a set of individual symbols, analog data is stored in physical media, whether that's the surface grooves on a vinyl record, the magnetic tape of a VCR cassette, or in other non-digital medium.","","Financial","verb","en"
"Analog Data","بيانات قياسية","Analog Data","Financial","verb","ar"
"Analogy","A similarity between like features of two things, on which a comparison may be based.","","Technology","verb","en"
"Analogy","القياس","Analogy","Technology","verb","ar"
"Analysis –","This process is a method of studying the nature of something or of determining its essential features and their relations. In the financial services induster, there are two major analysis; fundemntal and thecnical analysis.","","Financial","verb","en"
"Analysis –","تحليل -","Analysis –","Financial","verb","ar"
"Analysis of Financial Statements","Financial statement analysis is the process of reviewing and evaluating a company's financial statements (such as the balance sheet or profit and loss statement), thereby gaining an understanding of the financial health of the company and enabling more effective decision making.","","Financial","verb","en"
"Analysis of Financial Statements","تحليل البيانات المالية (أحد عناصر التحليل الأساسى للشركات)","Analysis of Financial Statements","Financial","verb","ar"
"Analyst","A person who analyzes or who is skilled in analysis.","","Financial","verb","en"
"Analyst","محلل","Analyst","Financial","verb","ar"
"Analysts’ Forecasts","The use of historic data to determine the direction of future trends. Businesses utilize forecasting to determine how to allocate their budgets or plan for anticipated expenses for an upcoming period of time.","","Financial","verb","en"
"Analysts’ Forecasts","توقعات المحللين","Analysts’ Forecasts","Financial","verb","ar"
"Analyze (V.)","To examine critically, so as to bring out the essential elements or give the essence of, especially as regards to the securities.","","Financial","verb","en"
"Analyze (V.)","يحلل (ماليا)","Analyze (V.)","Financial","verb","ar"
"Anglo","It refers to the Anglo Saxon Legal Jurisdiction and which is recoginsed as the Common Law Jurisdiction.","","Legal","verb","en"
"Anglo","إنجليزى ( كنظام) نظام الأنجلو &quot; احد الأنظمة القانونية&quot; المعمول بها","Anglo","Legal","verb","ar"
"Anglo- French","Belonging to, relating to, or involving England and France, or the people of the two countries.","","General","verb","en"
"Anglo- French","الفرنسية الانجليزية (الخليط بين اللغتين)","Anglo- French","General","verb","ar"
"Anglo Platinum","It is the world's largest primary producer of platinum, accounting for about 38% of the world's annual supply.","","General","verb","en"
"Anglo Platinum","يتم تداول هذا النوع من البلاتينيوم بهذا الاسم (البلاتينيوم الانجليزى)","Anglo Platinum","General","verb","ar"
"Anglo-Saxon","It refers to the Anglo Saxon Legal Jurisdiction and which is recoginsed as the Common Law Jurisdiction.","","Legal","verb","en"
"Anglo-Saxon","النظام الانجلوسكسونى (نظام قضائى يقوم على السوابق القضائية) يختلف عن النظام الفرنسى","Anglo-Saxon","Legal","verb","ar"
"Annex (V.)","To attach, append, or add, especially to something larger or more important.","","Legal","verb","en"
"Annex (V.)","يلحق ب","Annex (V.)","Legal","verb","ar"
"Annexed (V.)"," To append or attach, especially to a larger or more significant thing.","","Legal","verb","en"
"Annexed (V.)","ملحق ب","Annexed (V.)","Legal","verb","ar"
